age	gender	education	studyabroad	problem	contribution	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Female	S1	No	Limited job,Education,Media,Microeconomics,Technology,Youth	Professor	Professor	Yes	Realistic,Alone,Timing	Yes	Jawa Tengah	Sains	Yes	2-5
17-25	Female	S1	No	Limited job	Professional	Professional	Yes	Realistic,Capital	Yes	Sumatera Barat	Ekonomi	Yes	< 2
17-25	Male	D3	No	Health	Birokrat	Birokrat	Yes	Paper,Family,Alone,Capital,Timing,	Yes	Jawa Barat	Ekonomi	Yes	< 2
26-30	Female	S1	No	Education,Health,Gender equality,Agriculture	Entrepreneur	Entrepreneur	Yes	Inside	Yes	Bali	Sains	Yes	2-5
31-35	Male	S1	No	Youth	Birokrat	Birokrat	Yes	Capital	No	DKI Jakarta	Sains	No	< 2
17-25	Female	S1	Yes	Education	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	< 2
26-30	Male	S1	No	Macroeconomics,Microeconomics	Professor	Professor	Yes	Believe	Yes	Nusa Tenggara Barat	Pendidikan	Yes	> 7
17-25	Male	S1	No	Bureaucracy,Education,Youth	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Tengah	Kedokteran	Yes	2-5
31-35	Male	S2	Yes	Youth	Professor	Professor	Yes	Paper	Yes	Jawa Tengah	Kesehatan	Yes	> 7
17-25	Male	S2	Yes	Bureaucracy,Technology	Entrepreneur	Entrepreneur	Maybe	Believe	Yes	Sumatera Utara	Bisnis	Yes	< 2
26-30	Male	S2	No	Infrastructure	Professor	Professor	Maybe	Politics,Bureaucracy	No	DI Yogyakarta	Sains	No	> 7
26-30	Male	S2	No	Defense	Professor	Professor	Maybe	Believe,Communication	Yes	Sulawesi Tengah	Pendidikan	Yes	> 7
17-25	Female	S1	No	Crime,Education,Defense,Technology	Professor	Professor	Maybe	Communication	No	Sulawesi Selatan	Sastra	No	
17-25	Male	S1	No	Crime,Health	Professor	Professor	Yes	Politics,Family,Capital	Yes	Sulawesi Tengah	Sains	Yes	> 7
17-25	Female	S1	No	Limited job	Professor	Professor	Yes	Paper,Alone,Capital	Yes	Papua Barat	Sains	Yes	2-5
26-30	Male	S2	Yes	Limited job,HumanSociety,Microeconomics,Youth	Professor	Professor	Maybe	Realistic	Yes	Banten	Sejarah	Yes	2-5
26-30	Female	S1	Yes	Health,Agriculture	Professor	Professor	Yes		Yes	Jawa Barat	Pendidikan	Yes	5-7
35+	Female	S2	Yes	Crime,Limited job,Bureaucracy,Education,Agriculture,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Pendidikan	No	
17-25	Male	S1	Yes	Crime	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Bisnis	Yes	2-5
17-25	Male	SMA	No	Crime,Limited job,Education,Health,PoliticsLaw	Birokrat	Birokrat	Yes	Believe	Yes	Sumatera Selatan	Hukum	Yes	5-7
26-30	Male	D3	No	Education,Agriculture,Energy	Professor	Professor	Maybe	Believe	No	Sumatera Utara	Teknik	Yes	< 2
17-25	Female	S1	Yes	Limited job,Microeconomics,Youth	Professional	Professional	Maybe	Capital	Yes	Jawa Timur	Hubungan Internasional	Yes	2-5
17-25	Male	S1	Yes	Education	Birokrat	Birokrat	Yes	Alone	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw	Entrepreneur	Entrepreneur	Yes	Paper,Family,Inside	Yes	DKI Jakarta	HumanSocietyiora	Yes	5-7
26-30	Male	S2	Yes	Crime,PoliticsLaw,Natural resources,Youth	Professor	Professor	Maybe	Paper	No	DKI Jakarta	Sains	No	
17-25	Male	S1	No	Gender equality,PoliticsLaw,Natural resources	Professor	Professor	Yes	Believe	Yes	Sulawesi Utara	pendidikan IT	Yes	< 2
26-30	Female	S1	No	Health	Professor	Professor	Yes	Politics,Bureaucracy	No	Jawa Timur	Teknik	No	< 2
17-25	Male	S1	Yes	Education,Youth	Entrepreneur	Entrepreneur	Yes	Paper,Politics,Alone,Capital,Inside,	No	Jawa Barat	Seni/ Desain/ Media	No	
35+	Female	S2	Yes	Education,Youth	Professor	Professor	Yes	Alone	Yes	Jawa Timur	Seni dan Budaya	Yes	< 2
17-25	Female	S1	Yes	Macroeconomics,Microeconomics	Professional	Professional	Yes	Paper,Capital	No	Jawa Barat	Hukum	No	< 2
26-30	Female	S1	Yes	Limited job,Bureaucracy,Education,Health,Gender equality,Technology	Professional	Professional	Maybe	Paper	Yes	DKI Jakarta	HumanSocietyiora	Yes	5-7
26-30	Female	S2	Yes	Crime,Education,Energy,Natural resources,Macroeconomics,Technology	Professor	Professor	Yes	Believe	Yes	Bengkulu	Sains	Yes	< 2
17-25	Female	S2	Yes	Gender equality	Professor	Professor	Yes	Paper,Capital,Inside	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Male	S2	No	Education,HumanSociety,Media	Professor	Professor	Maybe	Realistic,Family,Capital	Yes	DI Yogyakarta	Pendidikan	Yes	> 7
31-35	Male	S2	Yes	Limited job,Education,Gender equality,PoliticsLaw,HumanSociety,Media,Technology,Youth	Professor	Professor	Yes	Realistic,Politics,Family,Alone,Capital,	Yes	Kalimantan Barat	Pendidikan	Yes	2-5
26-30	Male	S1	Yes	Bureaucracy,Education,Gender equality,Natural resources,Defense,Defense,Media,Macroeconomics,Technology	Professional	Professional	Yes	Politics	Yes	DI Yogyakarta	Teknik	Yes	< 2
31-35	Male	S1	No	Technology	Professor	Professor	Yes	Politics,Family,Bureaucracy,No idea	Yes	DKI Jakarta	Sejarah	Yes	< 2
17-25	Female	D3	No	Education	Volunteering	Volunteering	Maybe	Capital	Yes	Jawa Barat	Komunikasi	Yes	5-7
17-25	Female	S1	No	Bureaucracy	Entrepreneur	Entrepreneur	Yes	Paper,Bureaucracy	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Female	S1	No	Bureaucracy,PoliticsLaw	Professor	Professor	Yes	Realistic,Politics,No idea,No idea	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S1	No	Limited job,Bureaucracy,Education,Health,Media,Youth	Birokrat	Birokrat	Yes	Timing	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Limited job	Entrepreneur	Entrepreneur	Yes	Paper,Capital	Yes	Kalimantan Timur	Teknik	Yes	2-5
26-30	Male	S1	Yes	Crime,Education,Gender equality,HumanSociety	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Sains	Yes	2-5
17-25	Female	S1	No	HumanSociety	Professor	Professor	Yes	Alone	Yes	Jawa Barat	Hubungan Internasional	Yes	2-5
31-35	Male	S1	Yes	HumanSociety	Professional	Professional	Yes	Alone,Capital,Bureaucracy	Yes	Jawa Barat	Sains	Yes	< 2
31-35	Female	S2	No	Health,Agriculture	Professor	Professor	Yes	Capital,Timing	Yes	Kalimantan Timur	Kesehatan	Yes	> 7
26-30	Female	S1	No	Health	Entrepreneur	Entrepreneur	Yes	Paper,Alone,Bureaucracy	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Male	S2	Yes	Crime,Limited job,Education,Media	Professor	Professor	Yes	Alone	No	Banten	Teknik	No	5-7
31-35	Female	S1	No	Crime,Bureaucracy,PoliticsLaw	Professional	Professional	Yes	Capital,Inside	Yes	Sulawesi Tenggara	Ekonomi	Yes	< 2
26-30	Male	S1	No	Health	Professional	Professional	Maybe	Politics	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Energy,Natural resources,Technology	Professional	Professional	Yes	Believe	Yes	Kepulauan Riau	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Technology,Youth	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Banten	Teknik	Yes	2-5
26-30	Male	S1	Yes	Crime,Macroeconomics,Microeconomics	Professor	Professor	Yes	Communication	Yes	DKI Jakarta	Kedokteran	Yes	2-5
17-25	Female	S1	Yes	Agriculture,Environmental	Professor	Professor	Yes	Realistic,Family,Bureaucracy	Yes	DI Yogyakarta	Ekonomi	Yes	< 2
26-30	Female	S1	No	Health	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	2-5
31-35	Female	S2	Yes	Bureaucracy	Professional	Professional	Yes	Timing	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Health,Youth	Birokrat	Birokrat	Maybe	Alone	Yes	Jawa Barat	perencanaan wilayah dan kota	Yes	< 2
26-30	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education,Energy,Natural resources,Media,Youth	Entrepreneur	Entrepreneur	Yes	Alone	Yes	DKI Jakarta	HumanSocietyiora	Yes	< 2
17-25	Female	S1	No	Limited job,Media	Professor	Professor	Maybe	Bureaucracy	Yes	Nusa Tenggara Barat	Ekonomi	Yes	< 2
26-30	Male	S1	No	Education	Professional	Professional	Yes	Realistic,Family,Alone,Timing	No	Sumatera Selatan	Ekonomi	No	
26-30	Female	S1	No	PoliticsLaw,Culture	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S2	Yes	Technology	Professor	Professor	Yes	Politics	Yes	Jambi	Teknik	Yes	> 7
26-30	Male	S1	No	Limited job,Health	Professional	Professional	Maybe	Politics	Yes	Sumatera Utara	Ekonomi	Yes	2-5
17-25	Male	S1	No	Limited job,Gender equality,HumanSociety,Microeconomics	Professor	Professor	Yes		Yes	Sulawesi Selatan	Teknik	Yes	< 2
17-25	Male	S1	No	Education,Gender equality	Professional	Professional	Maybe	Politics	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Limited job,Education,HumanSociety	Masuk dari professional kemudian menjadi birokrat berkompeten pada akhirnya	Masuk dari professional kemudian menjadi birokrat berkompeten pada akhirnya	Yes	Alone	No	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	No	Education	Professor	Professor	Yes	Realistic	Yes	Jawa Timur	Sains	Yes	< 2
26-30	Female	S1	No	Macroeconomics,Microeconomics	Professor	Professor	Yes	Paper,Bureaucracy,Timing	Yes	Jawa Barat	Pendidikan	Yes	5-7
17-25	Male	SMA	Yes	Limited job,Culture	Entrepreneur	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
31-35	Male	S1	Yes	Education,Macroeconomics,Microeconomics,Technology,Youth	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Management	Yes	> 7
17-25	Male	S2	Yes	Limited job,Education	Professional	Professional	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	5-7
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Agriculture,Energy,Natural resources,Defense,Defense,Macroeconomics,Microeconomics, Youth	Professional	Professional	Maybe	Paper,Politics,Capital,Bureaucracy	Yes	Sulawesi Selatan	Psikologi	Yes	2-5
26-30	Female	S2	Yes	Education	Entrepreneur	Entrepreneur	Yes	Realistic,Bureaucracy	Yes	Sumatera Selatan	Ekonomi	Yes	2-5
26-30	Female	S1	No	Health,Health	Profesional yang berbasis akademis 	Profesional yang berbasis akademis 	Yes	Realistic	Yes	DKI Jakarta	Psikologi	Yes	2-5
26-30	Female	S1	No	Agriculture	Selain menjadi akademisi,saya juga berencana mendirikan lembaga yg bertujuan untuk mengembangkan potensi pendidik dan anak didik.	Selain menjadi akademisi,saya juga berencana mendirikan lembaga yg bertujuan untuk mengembangkan potensi pendidik dan anak didik.	Yes	Believe	Yes	Bangka Belitung	Pendidikan	Yes	2-5
17-25	Male	S1	No	Education	Professional	Professional	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	S1	No	Education	Professor	Professor	Yes	Bureaucracy	Yes	DKI Jakarta	Pendidikan	Yes	< 2
17-25	Male	S1	No	Energy	Professor	Professor	Yes		Yes	Kalimantan Barat	Sains	Yes	< 2
31-35	Male	S2	No	Crime,Bureaucracy,PoliticsLaw	Professor	Professor	Maybe	Capital	Yes	Aceh	Kedokteran	Yes	> 7
31-35	Male	S3	Yes	Health,Energy	Professional	Professional	Yes	Politics	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Male	S2	No	Education,Agriculture,Defense,Media	Professor	Professor	Yes	Paper,Alone,Communication	Yes	Jambi	pendidikan Olahraga	Yes	> 7
17-25	Female	S1	No	Energy,Technology	Entrepreneur	Entrepreneur	Yes	Paper	Yes	Jawa Timur	Pendidikan	Yes	< 2
17-25	Male	S1	No	Crime,Bureaucracy,Health,PoliticsLaw	Professional	Professional	Maybe	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Media	Professional	Professional	Yes	Alone,Capital,Bureaucracy	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
31-35	Male	S2	Yes	Limited job,Education	Professor	Professor	Maybe	Communication	Yes	Jawa Barat	Geograsi Sosial	Yes	2-5
17-25	Female	S1	No	Agriculture,Energy,Natural resources,Media,Technology	Professor	Professor	Yes	Bureaucracy	Yes	Jawa Tengah	Ilmu Sosial dan Politik	Yes	< 2
35+	Male	S1	No	PoliticsLaw,Technology	Birokrat	Birokrat	Yes	Believe	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Male	S1	No	Education	Professional	Professional	Maybe		Yes	Jawa Barat	Ekonomi	Yes	5-7
17-25	Female	S1	No	Limited job	Professor	Professor	Yes	Realistic	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	No	Education,Media,Technology,Youth	Professional	Professional	Yes	Bureaucracy	Yes	Sumatera Barat	Apoteker	Yes	< 2
31-35	Male	S1	No	Education	Birokrat	Birokrat	Maybe	Bureaucracy	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Female	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,Media,Youth	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources, Defense	Professor	Professor	Yes	Communication	Yes	Jawa Tengah	Sains	Yes	< 2
26-30	Female	S2	Yes	Limited job,Energy	Professor	Professor	Yes		Yes	DI Yogyakarta	Ilmu Sosial dan Politik	Yes	< 2
26-30	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Natural resources,Defense,Media	Entrepreneur	Entrepreneur	Yes	Realistic,Politics	Yes	Papua	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Agriculture	Professor	Professor	Yes	Believe	Yes	Nusa Tenggara Barat	Kesehatan	Yes	2-5
26-30	Male	S1	No	Limited job,Education,Energy,Natural resources,Macroeconomics,Microeconomics,Youth	Professional	Professional	Yes	Politics,Bureaucracy	Yes	Riau	Sains	Yes	5-7
31-35	Male	S1	No	Media	Entrepreneur	Entrepreneur	Maybe	Alone	Yes	DI Yogyakarta	Sastra	Yes	2-5
35+	Male	S2	No	Limited job,Education,Agriculture,Energy,Natural resources,Technology,Youth	Professor	Professor	Yes	Timing	Yes	Maluku Utara	Pendidikan	Yes	5-7
35+	Male	S2	Yes	Energy,Natural resources	Birokrat	Birokrat	Yes	Family,Capital	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Male	S2	Yes	Limited job,Education,Media,Microeconomics,Youth	Professor	Professor	Yes	Believe	Yes	Riau	Teknik	Yes	5-7
17-25	Male	S1	No	Crime,Macroeconomics,Microeconomics	Professional	Professional	Maybe	Believe	Yes	Jawa Barat	Peternakan	Yes	2-5
35+	Male	S2	No	Bureaucracy,Youth	Birokrat	Birokrat	Yes	Believe,Capital	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	No	Energy	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S1	No	Bureaucracy,Education,PoliticsLaw,Natural resources	Professor	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Energy,Technology	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S1	No	Education,Education	Professional	Professional	Yes	Capital,Communication	Yes	Banten	Kedokteran	Yes	< 2
17-25	Male	S1	Yes	Education,Media	Professional	Professional	Yes	Timing,Inside	No	DKI Jakarta	Teknik	No	< 2
31-35	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense, HumanSociety	Professor	Professor	Yes	Believe	Yes	DKI Jakarta	Ilmu sosial-ekologi	Yes	< 2
17-25	Male	S1	No	Education,Technology	Birokrat	Birokrat	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Female	S2	Yes	Limited job,Education,Health,Agriculture,HumanSociety	Professor	Professor	Yes	Paper,Bureaucracy	Yes	Jawa Barat	Bioteknologi Perikanan	Yes	< 2
17-25	Female	S1	Yes	Crime,Energy	Professional	Professional	Maybe	Capital	Yes	Sumatera Barat	Akuntansi	Yes	< 2
17-25	Female	S1	Yes	Education,Energy,Technology,Youth	Entrepreneur	Entrepreneur	No	Believe	Yes	Jambi	Ilmu Sosial dan Politik	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Bureaucracy,Agriculture,Technology	Entrepreneur	Entrepreneur	Maybe	Paper,Timing	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Male	S2	No	Limited job,Education	Entrepreneur	Entrepreneur	Yes	Paper,Alone	Yes	Jawa Barat	Bisnis	Yes	2-5
17-25	Female	S1	No	Education	Professor	Professor	Yes	Capital	Yes	Jawa Timur	Pendidikan	Yes	< 2
17-25	Male	S1	No	Education,Health,Youth	Professor	Professor	Yes	Realistic,Paper,Alone,Bureaucracy	Yes	Papua Barat	Kesehatan	Yes	> 7
26-30	Male	S1	No	Limited job,Bureaucracy,Education,Technology	Professional	Professional	Maybe	Believe	Yes	DKI Jakarta	Hukum	Yes	< 2
17-25	Female	S1	No	Energy,Natural resources	Professor	Professor	Maybe	Believe	Yes	DI Yogyakarta	Hubungan Internasional	Yes	< 2
26-30	Female	S1	No	Energy,Technology	Professional	Professional	Yes	Believe	Yes	Jawa Timur	Kedokteran	Yes	5-7
17-25	Male	S1	No	Education,Technology	Professor	Professor	Yes	Capital	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Male	S1	No	Education	Professor	Professor	Yes	Alone	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,HumanSociety,Media,Macroeconomics,Microeconomics,	Professor	Professor	Yes	Realistic,Politics	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Female	S1	Yes	Energy,Natural resources	Professional	Professional	Yes	Realistic,Alone,Capital	Yes	Nusa Tenggara Timur	Ekonomi	Yes	< 2
17-25	Female	S2	Yes	Limited job,Technology,Youth	Professor	Professor	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Sains	Yes	2-5
31-35	Male	S1	No	Crime,Education,Technology	Professional	Professional	Yes	Timing	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Media,Macroeconomics,Microeconomics,	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Education	Professional	Professional	Yes	Believe	Yes	Banten	Ilmu Sosial dan Politik	Yes	< 2
26-30	Female	S1	No	Education	Professional	Professional	Yes	Realistic	Yes	Sulawesi Selatan	Teknik	Yes	2-5
31-35	Female	S1	No	Energy,Infrastructure	Professor	Professor	Yes	Paper,Alone	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	< 2
17-25	Male	S1	No	Agriculture	Professor	Professor	Yes	Believe	Yes	Jambi	Hukum	Yes	5-7
17-25	Female	S1	No	Bureaucracy,PoliticsLaw	Professor	Professor	Yes	Paper,Alone,Capital,Bureaucracy	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S1	No	Gender equality,HumanSociety,Microeconomics	Professor	Professor	Yes	Family	Yes	Jawa Tengah	Teknik	Yes	< 2
17-25	Female	S1	No	Limited job	Professional	Professional	Maybe	Believe	Yes	Jawa Barat	HumanSocietyiora	Yes	2-5
26-30	Female	S2	Yes	Crime,PoliticsLaw	Birokrat	Birokrat	Yes	Communication	No	Jawa Tengah	Ekonomi	No	
26-30	Female	S1	Yes	Health	Professional	Professional	Maybe	Bureaucracy,Inside	Yes	Jawa Barat	Hukum	Yes	2-5
17-25	Female	S1	No	Education,Macroeconomics,Technology	Birokrat	Birokrat	Yes	Communication	Yes	Jawa Tengah	Kesehatan	Yes	< 2
17-25	Female	SMA	No	Education	Entrepreneur	Entrepreneur	Yes	Politics	Yes	Jawa Barat	Kesehatan	Yes	2-5
17-25	Female	SMA	No	Limited job,Defense	Professional	Professional	Yes	Capital,Bureaucracy,Inside	Yes	Sumatera Selatan	Seni dan Budaya	Yes	< 2
17-25	Female	S1	No	Defense	Professor	Professor	Yes	Realistic	Yes	Jawa Timur	Ilmu Sosial dan Politik	Yes	> 7
17-25	Male	S1	No	Macroeconomics	Professional	Professional	Maybe	Realistic,Capital,Bureaucracy,Timing	Yes	Jawa Tengah	HumanSocietyiora	No	
17-25	Male	S1	No	Education,Youth	Professional	Professional	Maybe	Bureaucracy	Yes	Jawa Tengah	HumanSocietyiora	No	
17-25	Male	S2	Yes	Health	Professional	Professional	Maybe	Believe	Yes	Kepulauan Riau	Gizi dan Kesehatan	Yes	2-5
26-30	Female	S1	No	Limited job,HumanSociety,Microeconomics	Professional	Professional	Yes	Bureaucracy	Yes	Jawa Barat	Kedokteran	Yes	> 7
17-25	Male	S1	No	Limited job,Education,Macroeconomics,Microeconomics	Professor	Professor	Maybe	Politics,Bureaucracy	Yes	Jawa Timur	Teknik	Yes	2-5
26-30	Male	S1	No	Bureaucracy,Health	Professor	Professor	Yes	Realistic,Politics,Alone,No idea,Bureaucracy,	Yes	Kalimantan Timur	Seni/ Desain/ Media	Yes	> 7
17-25	Female	S1	Yes	Technology	Professor	Professor	Yes	Believe	Yes	Nusa Tenggara Barat	Kedokteran	Yes	2-5
17-25	Male	S1	No	Health	Professional	Professional	Yes	Capital,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	5-7
26-30	Male	S2	No	Crime,Bureaucracy	peneliti yang entrepreneur	peneliti yang entrepreneur	Yes		Yes	Jawa Tengah	Teknik	Yes	2-5
35+	Male	S2	Yes	Crime,Education,PoliticsLaw,Youth	Professor	Professor	Yes	Politics,Bureaucracy	No	Jawa Barat	Ekonomi	No	
17-25	Male	S1	No	Crime	Professor	Professor	Maybe	Paper	Yes	Kalimantan Barat	Teknik	Yes	5-7
17-25	Female	S1	No	Education,Health	Entrepreneur	Entrepreneur	Yes	Politics	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Health	Birokrat	Birokrat	Yes	Politics,Alone,Capital,Timing	Yes	Papua	Kesehatan	Yes	> 7
17-25	Male	S1	No	Energy,Natural resources	Entrepreneur	Entrepreneur	Yes	Politics	Yes	Jambi	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Agriculture	Professional	Professional	Yes	Believe,Alone,Capital,Communication	Yes	Jawa Tengah	Pendidikan	Yes	2-5
26-30	Female	S1	Yes	Health	Professor	Professor	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S1	No	Education,Macroeconomics,Microeconomics	Professor	Professor	Maybe	Realistic,Politics,Bureaucracy	Yes	Jawa Barat	Kedokteran	Yes	2-5
17-25	Female	S1	No	Limited job,Microeconomics	Professor	Professor	Yes	Paper,Politics,Capital,Timing	Yes	DKI Jakarta	Sains	Yes	2-5
31-35	Female	S1	Yes	Natural resources	Entrepreneur	Entrepreneur	Yes	Politics	Yes	Sumatera Utara	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Education,Media,Youth	Professor	Professor	Maybe	Capital,No idea,Timing	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Female	S1	No	Education,Youth	Membayar pajak	Membayar pajak	Yes	Paper,Family,Capital,Communication	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Female	S1	No	Technology	Entrepreneur	Entrepreneur	Maybe	Paper,Family,Capital	Yes	DKI Jakarta	Hukum	Yes	< 2
31-35	Male	S1	No	Energy	Professional	Professional	Maybe	Paper	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	SMA	No	Crime,Bureaucracy,Defense,Technology	Entrepreneur	Entrepreneur	Maybe	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	Yes	Education,Health	Entrepreneur	Entrepreneur	Maybe	Politics,Capital,Bureaucracy	No	DI Yogyakarta	Seni/ Desain/ Media	No	
26-30	Female	S1	Yes	Limited job,Education,PoliticsLaw	Professor	Professor	Yes	Family	Yes	Jawa Barat	HumanSocietyiora	Yes	2-5
17-25	Female	S1	Yes	Health	Professional	Professional	Yes	Paper,Alone,Communication,Inside	Yes	Jawa Tengah	Seni dan Budaya	Yes	> 7
26-30	Female	S1	No	Limited job,Energy,Technology	Professional	Professional	Yes	Politics,Capital,Bureaucracy	Yes	Nusa Tenggara Timur	Pendidikan	Yes	> 7
31-35	Male	S2	Yes	Education,Health,Youth	Professor	Professor	Yes	Paper,Alone	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Female	S1	Yes	Limited job,Media,Macroeconomics,Microeconomics	Professor	Professor	Yes	Bureaucracy	Yes	Lampung	Pertanian	Yes	< 2
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Agriculture,Macroeconomics,Microeconomics,Youth	Entrepreneur	Entrepreneur	Yes	Communication	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
31-35	Male	S3	No	Agriculture,Natural resources,Microeconomics	Professional	Professional	Yes	Capital	Yes	DI Yogyakarta	Strategic management	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Health,Media	Professional	Professional	Maybe	Paper	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education	Entrepreneur	Entrepreneur	Yes		Yes	Banten	Teknik	Yes	< 2
26-30	Female	S1	No	Technology	Professor	Professor	Maybe		Yes	DI Yogyakarta	Pendidikan	Yes	< 2
