age	gender	education	studyabroad	problem	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Male	S1	No	Gender equality,PoliticsLaw,Natural resources	Professor	Yes	Believe	Yes	Sulawesi Utara	Pendidikan	Yes	< 2
26-30	Female	S1	No	Health	Professor	Yes	Politics,Bureaucracy	No	Jawa Timur	Teknik	No	< 2
17-25	Male	S1	Yes	Education,Youth	Entrepreneur	Yes	Paper,Politics,Alone,Capital,Inside,	No	Jawa Barat	Seni/ Desain/ Media	No
35+	Female	S2	Yes	Education,Youth	Professor	Yes	Alone	Yes	Jawa Timur	Seni dan Budaya	Yes	< 2
17-25	Female	S1	Yes	Macroeconomics,Microeconomics	Professional	Yes	Paper,Capital	No	Jawa Barat	Hukum	No	< 2
26-30	Female	S1	Yes	Limited job,Bureaucracy,Education,Health,Gender equality,Technology	Professional	Maybe	Paper	Yes	DKI Jakarta	HumanSocietyiora	Yes	5-7
26-30	Female	S2	Yes	Crime,Education,Energy,Natural resources,Macroeconomics,Technology	Professor	Yes	Believe	Yes	Bengkulu	Sains	Yes	< 2
17-25	Female	S2	Yes	Gender equality	Professor	Yes	Paper,Capital,Inside	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Male	S2	No	Education,HumanSociety,Media	Professor	Maybe	Realistic,Family,Capital	Yes	DI Yogyakarta	Pendidikan	Yes	> 7
31-35	Male	S2	Yes	Limited job,Education,Gender equality,PoliticsLaw,HumanSociety,Media,Technology,Youth	Professor	Yes	Realistic,Politics,Family,Alone,Capital,	Yes	Kalimantan Barat	Pendidikan	Yes	2-5
26-30	Male	S1	Yes	Bureaucracy,Education,Gender equality,Natural resources,Defense,Defense,Media,Macroeconomics,Technology	Professional	Yes	Politics	Yes	DI Yogyakarta	Teknik	Yes	< 2
31-35	Male	S1	No	Technology	Professor	Yes	Politics,Family,Bureaucracy,No idea	Yes	DKI Jakarta	Sejarah	Yes	< 2
17-25	Female	D3	No	Education	Activist	Maybe	Capital	Yes	Jawa Barat	HumanSocietyiora	Yes	5-7
17-25	Female	S1	No	Bureaucracy	Entrepreneur	Yes	Paper,Bureaucracy	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Female	S1	No	Bureaucracy,PoliticsLaw	Professor	Yes	Realistic,Politics,No idea,No idea	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S1	No	Limited job,Bureaucracy,Education,Health,Media,Youth	Birokrat	Yes	Timing	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Limited job	Entrepreneur	Yes	Paper,Capital	Yes	Kalimantan Timur	Teknik	Yes	2-5
26-30	Male	S1	Yes	Crime,Education,Gender equality,HumanSociety	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Sains	Yes	2-5
17-25	Female	S1	No	HumanSociety	Professor	Yes	Alone	Yes	Jawa Barat	Hubungan Internasional	Yes	2-5
31-35	Male	S1	Yes	HumanSociety	Professional	Yes	Alone,Capital,Bureaucracy	Yes	Jawa Barat	Sains	Yes	< 2
31-35	Female	S2	No	Health,Agriculture	Professor	Yes	Capital,Timing	Yes	Kalimantan Timur	Kesehatan	Yes	> 7
26-30	Female	S1	No	Health	Entrepreneur	Yes	Paper,Alone,Bureaucracy	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Male	S2	Yes	Crime,Limited job,Education,Media	Professor	Yes	Alone	No	Banten	Teknik	No	5-7
31-35	Female	S1	No	Crime,Bureaucracy,PoliticsLaw	Professional	Yes	Capital,Inside	Yes	Sulawesi Tenggara	Ekonomi	Yes	< 2
26-30	Male	S1	No	Health	Professional	Maybe	Politics	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Energy,Natural resources,Technology	Professional	Yes	Believe	Yes	Kepulauan Riau	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Technology,Youth	Entrepreneur	Yes	Believe	Yes	Banten	Teknik	Yes	2-5
26-30	Male	S1	Yes	Crime,Macroeconomics,Microeconomics	Professor	Yes	Communication	Yes	DKI Jakarta	Kedokteran	Yes	2-5
17-25	Female	S1	Yes	Agriculture,Environmental	Professor	Yes	Realistic,Family,Bureaucracy	Yes	DI Yogyakarta	Ekonomi	Yes	< 2
26-30	Female	S1	No	Health	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	2-5
31-35	Female	S2	Yes	Bureaucracy	Professional	Yes	Timing	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Health,Youth	Birokrat	Maybe	Alone	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education,Energy,Natural resources,Media,Youth	Entrepreneur	Yes	Alone	Yes	DKI Jakarta	HumanSocietyiora	Yes	< 2
17-25	Female	S1	No	Limited job,Media	Professor	Maybe	Bureaucracy	Yes	Nusa Tenggara Barat	Ekonomi	Yes	< 2
26-30	Male	S1	No	Education	Professional	Yes	Realistic,Family,Alone,Timing	No	Sumatera Selatan	Ekonomi	No
26-30	Female	S1	No	PoliticsLaw,Culture	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S2	Yes	Technology	Professor	Yes	Politics	Yes	Jambi	Teknik	Yes	> 7
26-30	Male	S1	No	Limited job,Health	Professional	Maybe	Politics	Yes	Sumatera Utara	Ekonomi	Yes	2-5
17-25	Male	S1	No	Limited job,Gender equality,HumanSociety,Microeconomics	Professor	Yes		Yes	Sulawesi Selatan	Teknik	Yes	< 2
17-25	Male	S1	No	Education,Gender equality	Professional	Maybe	Politics	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Limited job,Education,HumanSociety	Professional, Birokrat	Yes	Alone	No	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	No	Education	Professor	Yes	Realistic	Yes	Jawa Timur	Sains	Yes	< 2
26-30	Female	S1	No	Macroeconomics,Microeconomics	Professor	Yes	Paper,Bureaucracy,Timing	Yes	Jawa Barat	Pendidikan	Yes	5-7
17-25	Male	SMA	Yes	Limited job,Culture	Entrepreneur	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
31-35	Male	S1	Yes	Education,Macroeconomics,Microeconomics,Technology,Youth	Entrepreneur	Yes	Believe	Yes	Jawa Barat	Bisnis	Yes	> 7
17-25	Male	S2	Yes	Limited job,Education	Professional	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	5-7
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Agriculture,Energy,Natural resources,Defense,Defense,Macroeconomics,Microeconomics, Youth	Professional	Maybe	Paper,Politics,Capital,Bureaucracy	Yes	Sulawesi Selatan	Psikologi	Yes	2-5
26-30	Female	S2	Yes	Education	Entrepreneur	Yes	Realistic,Bureaucracy	Yes	Sumatera Selatan	Ekonomi	Yes	2-5
26-30	Female	S1	No	Health,Health	Professional, Professor	Yes	Realistic	Yes	DKI Jakarta	Psikologi	Yes	2-5
26-30	Female	S1	No	Agriculture	Entrepreneur, Professor	Yes	Believe	Yes	Bangka Belitung	Pendidikan	Yes	2-5
17-25	Male	S1	No	Education	Professional	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	S1	No	Education	Professor	Yes	Bureaucracy	Yes	DKI Jakarta	Pendidikan	Yes	< 2
17-25	Male	S1	No	Energy	Professor	Yes		Yes	Kalimantan Barat	Sains	Yes	< 2
31-35	Male	S2	No	Crime,Bureaucracy,PoliticsLaw	Professor	Maybe	Capital	Yes	Aceh	Kedokteran	Yes	> 7
31-35	Male	S3	Yes	Health,Energy	Professional	Yes	Politics	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Male	S2	No	Education,Agriculture,Defense,Media	Professor	Yes	Paper,Alone,Communication	Yes	Jambi	Pendidikan	Yes	> 7
17-25	Female	S1	No	Energy,Technology	Entrepreneur	Yes	Paper	Yes	Jawa Timur	Pendidikan	Yes	< 2
17-25	Male	S1	No	Crime,Bureaucracy,Health,PoliticsLaw	Professional	Maybe	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Media	Professional	Yes	Alone,Capital,Bureaucracy	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
31-35	Male	S2	Yes	Limited job,Education	Professor	Maybe	Communication	Yes	Jawa Barat	Geografi	Yes	2-5
17-25	Female	S1	No	Agriculture,Energy,Natural resources,Media,Technology	Professor	Yes	Bureaucracy	Yes	Jawa Tengah	Ilmu Sosial dan Politik	Yes	< 2
35+	Male	S1	No	PoliticsLaw,Technology	Birokrat	Yes	Believe	Yes	Sumatera Utara	Ekonomi	Yes	2-5
26-30	Male	S1	No	Education	Professional	Maybe		Yes	Jawa Barat	Ekonomi	Yes	5-7
17-25	Female	S1	No	Limited job	Professor	Yes	Realistic	Yes	Jawa Timur	Sains	Yes	2-5
17-25	Female	S1	No	Education,Media,Technology,Youth	Professional	Yes	Bureaucracy	Yes	Sumatera Barat	Sains	Yes	< 2
31-35	Male	S1	No	Education	Birokrat	Maybe	Bureaucracy	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Female	S1	No	Crime,Limited job,Education,Health,PoliticsLaw,Media,Youth	Professional	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources, Defense	Professor	Yes	Communication	Yes	Jawa Tengah	Sains	Yes	< 2
26-30	Female	S2	Yes	Limited job,Energy	Professor	Yes		Yes	DI Yogyakarta	Ilmu Sosial dan Politik	Yes	< 2
26-30	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Natural resources,Defense,Media	Entrepreneur	Yes	Realistic,Politics	Yes	Papua	Teknik	Yes	2-5
17-25	Female	S1	No	Education,Agriculture	Professor	Yes	Believe	Yes	Nusa Tenggara Barat	Kesehatan	Yes	2-5
26-30	Male	S1	No	Limited job,Education,Energy,Natural resources,Macroeconomics,Microeconomics,Youth	Professional	Yes	Politics,Bureaucracy	Yes	Riau	Sains	Yes	5-7
31-35	Male	S1	No	Media	Entrepreneur	Maybe	Alone	Yes	DI Yogyakarta	Sastra	Yes	2-5
35+	Male	S2	No	Limited job,Education,Agriculture,Energy,Natural resources,Technology,Youth	Professor	Yes	Timing	Yes	Maluku Utara	Pendidikan	Yes	5-7
35+	Male	S2	Yes	Energy,Natural resources	Birokrat	Yes	Family,Capital	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Male	S2	Yes	Limited job,Education,Media,Microeconomics,Youth	Professor	Yes	Believe	Yes	Riau	Teknik	Yes	5-7
17-25	Male	S1	No	Crime,Macroeconomics,Microeconomics	Professional	Maybe	Believe	Yes	Jawa Barat	Peternakan	Yes	2-5
35+	Male	S2	No	Bureaucracy,Youth	Birokrat	Yes	Believe,Capital	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
26-30	Female	S1	No	Energy	Professional	Yes	Believe	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S1	No	Bureaucracy,Education,PoliticsLaw,Natural resources	Professor	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Energy,Technology	Professor	Yes	Believe	Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S1	No	Education,Education	Professional	Yes	Capital,Communication	Yes	Banten	Kedokteran	Yes	< 2
17-25	Male	S1	Yes	Education,Media	Professional	Yes	Timing,Inside	No	DKI Jakarta	Teknik	No	< 2
31-35	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Natural resources,Defense, HumanSociety	Professor	Yes	Believe	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Male	S1	No	Education,Technology	Birokrat	Yes	Politics,Capital,Bureaucracy	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Female	S2	Yes	Limited job,Education,Health,Agriculture,HumanSociety	Professor	Yes	Paper,Bureaucracy	Yes	Jawa Barat	Teknik	Yes	< 2
17-25	Female	S1	Yes	Crime,Energy	Professional	Maybe	Capital	Yes	Sumatera Barat	Ekonomi	Yes	< 2
17-25	Female	S1	Yes	Education,Energy,Technology,Youth	Entrepreneur	No	Believe	Yes	Jambi	Ilmu Sosial dan Politik	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Bureaucracy,Agriculture,Technology	Entrepreneur	Maybe	Paper,Timing	Yes	Jawa Barat	Teknik	Yes	2-5
26-30	Male	S2	No	Limited job,Education	Entrepreneur	Yes	Paper,Alone	Yes	Jawa Barat	Bisnis	Yes	2-5
17-25	Female	S1	No	Education	Professor	Yes	Capital	Yes	Jawa Timur	Pendidikan	Yes	< 2
17-25	Male	S1	No	Education,Health,Youth	Professor	Yes	Realistic,Paper,Alone,Bureaucracy	Yes	Papua Barat	Kesehatan	Yes	> 7
26-30	Male	S1	No	Limited job,Bureaucracy,Education,Technology	Professional	Maybe	Believe	Yes	DKI Jakarta	Hukum	Yes	< 2
17-25	Female	S1	No	Energy,Natural resources	Professor	Maybe	Believe	Yes	DI Yogyakarta	Hubungan Internasional	Yes	< 2
26-30	Female	S1	No	Energy,Technology	Professional	Yes	Believe	Yes	Jawa Timur	Kedokteran	Yes	5-7
17-25	Male	S1	No	Education,Technology	Professor	Yes	Capital	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Male	S1	No	Education	Professor	Yes	Alone	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,HumanSociety,Media,Macroeconomics,Microeconomics,	Professor	Yes	Realistic,Politics	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Female	S1	Yes	Energy,Natural resources	Professional	Yes	Realistic,Alone,Capital	Yes	Nusa Tenggara Timur	Ekonomi	Yes	< 2
17-25	Female	S2	Yes	Limited job,Technology,Youth	Professor	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Sains	Yes	2-5
31-35	Male	S1	No	Crime,Education,Technology	Professional	Yes	Timing	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Media,Macroeconomics,Microeconomics,	Professor	Yes	Believe	Yes	Jawa Barat	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Education	Professional	Yes	Believe	Yes	Banten	Ilmu Sosial dan Politik	Yes	< 2
26-30	Female	S1	No	Education	Professional	Yes	Realistic	Yes	Sulawesi Selatan	Teknik	Yes	2-5
31-35	Female	S1	No	Energy,Infrastructure	Professor	Yes	Paper,Alone	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	< 2
17-25	Male	S1	No	Agriculture	Professor	Yes	Believe	Yes	Jambi	Hukum	Yes	5-7
17-25	Female	S1	No	Bureaucracy,PoliticsLaw	Professor	Yes	Paper,Alone,Capital,Bureaucracy	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S1	No	Gender equality,HumanSociety,Microeconomics	Professor	Yes	Family	Yes	Jawa Tengah	Teknik	Yes	< 2
17-25	Female	S1	No	Limited job	Professional	Maybe	Believe	Yes	Jawa Barat	HumanSocietyiora	Yes	2-5
26-30	Female	S2	Yes	Crime,PoliticsLaw	Birokrat	Yes	Communication	No	Jawa Tengah	Ekonomi	No
26-30	Female	S1	Yes	Health	Professional	Maybe	Bureaucracy,Inside	Yes	Jawa Barat	Hukum	Yes	2-5
17-25	Female	S1	No	Education,Macroeconomics,Technology	Birokrat	Yes	Communication	Yes	Jawa Tengah	Kesehatan	Yes	< 2
17-25	Female	SMA	No	Education	Entrepreneur	Yes	Politics	Yes	Jawa Barat	Kesehatan	Yes	2-5
17-25	Female	SMA	No	Limited job,Defense	Professional	Yes	Capital,Bureaucracy,Inside	Yes	Sumatera Selatan	Seni dan Budaya	Yes	< 2
17-25	Female	S1	No	Defense	Professor	Yes	Realistic	Yes	Jawa Timur	Ilmu Sosial dan Politik	Yes	> 7
17-25	Male	S1	No	Macroeconomics	Professional	Maybe	Realistic,Capital,Bureaucracy,Timing	Yes	Jawa Tengah	HumanSocietyiora	No
17-25	Male	S1	No	Education,Youth	Professional	Maybe	Bureaucracy	Yes	Jawa Tengah	HumanSocietyiora	No
17-25	Male	S2	Yes	Health	Professional	Maybe	Believe	Yes	Kepulauan Riau	Sains	Yes	2-5
26-30	Female	S1	No	Limited job,HumanSociety,Microeconomics	Professional	Yes	Bureaucracy	Yes	Jawa Barat	Kedokteran	Yes	> 7
17-25	Male	S1	No	Limited job,Education,Macroeconomics,Microeconomics	Professor	Maybe	Politics,Bureaucracy	Yes	Jawa Timur	Teknik	Yes	2-5
26-30	Male	S1	No	Bureaucracy,Health	Professor	Yes	Realistic,Politics,Alone,No idea,Bureaucracy,	Yes	Kalimantan Timur	Seni/ Desain/ Media	Yes	> 7
17-25	Female	S1	Yes	Technology	Professor	Yes	Believe	Yes	Nusa Tenggara Barat	Kedokteran	Yes	2-5
17-25	Male	S1	No	Health	Professional	Yes	Capital,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	5-7
26-30	Male	S2	No	Crime,Bureaucracy	Entrepreneur, Professor	Yes		Yes	Jawa Tengah	Teknik	Yes	2-5
35+	Male	S2	Yes	Crime,Education,PoliticsLaw,Youth	Professor	Yes	Politics,Bureaucracy	No	Jawa Barat	Ekonomi	No
17-25	Male	S1	No	Crime	Professor	Maybe	Paper	Yes	Kalimantan Barat	Teknik	Yes	5-7
17-25	Female	S1	No	Education,Health	Entrepreneur	Yes	Politics	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	No	Limited job,Education,Health	Birokrat	Yes	Politics,Alone,Capital,Timing	Yes	Papua	Kesehatan	Yes	> 7
17-25	Male	S1	No	Energy,Natural resources	Entrepreneur	Yes	Politics	Yes	Jambi	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Agriculture	Professional	Yes	Believe,Alone,Capital,Communication	Yes	Jawa Tengah	Pendidikan	Yes	2-5
26-30	Female	S1	Yes	Health	Professor	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	< 2
26-30	Female	S1	No	Education,Macroeconomics,Microeconomics	Professor	Maybe	Realistic,Politics,Bureaucracy	Yes	Jawa Barat	Kedokteran	Yes	2-5
17-25	Female	S1	No	Limited job,Microeconomics	Professor	Yes	Paper,Politics,Capital,Timing	Yes	DKI Jakarta	Sains	Yes	2-5
31-35	Female	S1	Yes	Natural resources	Entrepreneur	Yes	Politics	Yes	Sumatera Utara	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Bureaucracy,Education,Media,Youth	Professor	Maybe	Capital,No idea,Timing	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Female	S1	No	Education,Youth	Birokrat	Yes	Paper,Family,Capital,Communication	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Female	S1	No	Technology	Entrepreneur	Maybe	Paper,Family,Capital	Yes	DKI Jakarta	Hukum	Yes	< 2
31-35	Male	S1	No	Energy	Professional	Maybe	Paper	Yes	Jawa Tengah	Teknik	Yes	2-5
17-25	Female	SMA	No	Crime,Bureaucracy,Defense,Technology	Entrepreneur	Maybe	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	Yes	Education,Health	Entrepreneur	Maybe	Politics,Capital,Bureaucracy	No	DI Yogyakarta	Seni/ Desain/ Media	No
26-30	Female	S1	Yes	Limited job,Education,PoliticsLaw	Professor	Yes	Family	Yes	Jawa Barat	HumanSocietyiora	Yes	2-5
17-25	Female	S1	Yes	Health	Professional	Yes	Paper,Alone,Communication,Inside	Yes	Jawa Tengah	Seni dan Budaya	Yes	> 7
26-30	Female	S1	No	Limited job,Energy,Technology	Professional	Yes	Politics,Capital,Bureaucracy	Yes	Nusa Tenggara Timur	Pendidikan	Yes	> 7
31-35	Male	S2	Yes	Education,Health,Youth	Professor	Yes	Paper,Alone	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Female	S1	Yes	Limited job,Media,Macroeconomics,Microeconomics	Professor	Yes	Bureaucracy	Yes	Lampung	Pertanian	Yes	< 2
17-25	Female	S1	No	Limited job,Bureaucracy,Education,Agriculture,Macroeconomics,Microeconomics,Youth	Entrepreneur	Yes	Communication	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
31-35	Male	S3	No	Agriculture,Natural resources,Microeconomics	Professional	Yes	Capital	Yes	DI Yogyakarta	Bisnis	Yes	2-5
17-25	Female	S1	No	Limited job,Bureaucracy,Health,Media	Professional	Maybe	Paper	Yes	DKI Jakarta	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education	Entrepreneur	Yes		Yes	Banten	Teknik	Yes	< 2
26-30	Female	S1	No	Technology	Professor	Maybe		Yes	DI Yogyakarta	Pendidikan	Yes	< 2
31-35	Female	S2	No	Crime,Microeconomics	Professor	Yes	Paper,Alone,Capital	Yes	DKI Jakarta	Psikologi	Yes	2-5
17-25	Female	S1	No	Health,Gender equality,Media	Professor	Yes	Capital	Yes	Riau	Sains	Yes	2-5
26-30	Male	S1	Yes	Crime,Bureaucracy,Education,Energy,Youth	Entrepreneur	Maybe	Politics	Yes	Jawa Barat	Teknik	Yes	5-7
17-25	Female	S1	No	Education,PoliticsLaw	Professional	Yes	Alone	Yes	DKI Jakarta	Kedokteran	Yes	2-5
31-35	Female	S1	No	Energy,Natural resources,Defense,Defense	Professional	Maybe	Alone	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Female	S1	No	Education	Professor	Yes	Believe	Yes	Sumatera Barat	Hubungan Internasional	Yes	< 2
26-30	Male	S1	No	Energy,Natural resources,Technology	Professional	Yes	Believe	Yes	Jawa Timur	Teknik	No	< 2
17-25	Male	SMA	No	Education,Health,Youth	Professional	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	5-7
31-35	Female	D3	Yes	Bureaucracy,Agriculture,Media,Macroeconomics,Youth	Activist	Maybe	Alone	Yes	Kalimantan Selatan	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Agriculture	Professor	Maybe	Politics,Capital,Inside	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S2	Yes	Gender equality,Macroeconomics,Microeconomics	Professor	Maybe	Paper,Family	Yes	Banten	Sains	Yes	2-5
26-30	Female	S1	Yes	Education	Professional	Yes	Paper,Alone,Timing,Inside	Yes	Sumatera Selatan	Teknik	Yes	2-5
26-30	Female	S2	Yes	Crime,Media	Entrepreneur	Yes	Realistic,Communication	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Health,Energy,Defense,Technology	Professor	Yes	Alone	Yes	Nusa Tenggara Barat	Pendidikan	Yes	2-5
26-30	Male	S1	Yes	Limited job,Bureaucracy,Technology,Youth	Entrepreneur	Yes	Politics	Yes	Sumatera Barat	Teknik	Yes	2-5
26-30	Male	S1	Yes	Limited job,Education,Health,Microeconomics,Youth	Professional	Yes	Believe	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	< 2
17-25	Female	S1	No	Health	Professor	Yes	Communication	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Female	SMA	No	Education,Agriculture,Youth	Entrepreneur	Maybe	Paper,Politics,Family,Alone,Capital,Bureaucracy	Yes	Jambi	Teknik	Yes	< 2
17-25	Male	S1	No	Crime,Limited job,Education,PoliticsLaw,Macroeconomics,Microeconomics,Technology,Youth	Professional	Yes	Paper,Alone,Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	2-5
17-25	Female	S1	No	Education,Health	Professional	Yes	Realistic	Yes	DI Yogyakarta	Teknik	Yes	< 2
31-35	Female	S1	No	Limited job	Professional	Yes	Believe	Yes	Jawa Timur	Pendidikan	Yes	2-5
26-30	Male	S2	Yes	Limited job,Education,Agriculture,Technology	Professor	Yes	Bureaucracy	Yes	Jawa Tengah	Teknik	Yes	> 7
17-25	Male	S1	No	Crime,Energy,Natural resources	Professional	Yes	Politics,Alone,Communication,Inside	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Female	SMA	No	Crime,Limited job,Bureaucracy,Education,Health	Birokrat	Maybe	Timing,Inside	Yes	Jawa Timur	HumanSocietyiora	Yes	2-5
17-25	Female	S1	No	Limited job,Macroeconomics,Technology	Entrepreneur	Maybe	Politics,Communication	Yes	DKI Jakarta	Seni/ Desain/ Media	Yes	< 2
17-25	Female	S1	No	Bureaucracy,Education,Health,HumanSociety,Media,Macroeconomics,Youth	Entrepreneur	Yes	Politics,Alone,Bureaucracy	Yes	DKI Jakarta	Pertanian	Yes	< 2
17-25	Female	SMA	No	Education,Health	Entrepreneur	Yes	Realistic,Politics,Family,Alone,Bureaucracy,	Yes	Jawa Tengah	Ekonomi	Yes	< 2
17-25	Female	SMA	No	Education	Entrepreneur	Yes	Bureaucracy	Yes	Jawa Timur	Ilmu Sosial dan Politik	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Media	Professor	Yes	Politics	Yes	Sulawesi Utara	Peternakan	Yes	> 7
17-25	Male	SMA	No	Education,Microeconomics,Technology	Professional	Yes	Timing	Yes	Jawa Tengah	Teknik	Yes	2-5
26-30	Female	S1	No	Youth	Professional, Professor	Yes	Paper,Family,Communication	Yes	DKI Jakarta	Psikologi	Yes	< 2
17-25	Female	S1	Yes	Education,Health	Birokrat	Yes	Realistic,Paper,Family,Alone,Communication,	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	S2	Yes	Technology	Entrepreneur	Maybe	Capital	Yes	Sumatera Utara	Sains	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Gender equality,Energy,Natural resources,Media,Technology	Birokrat	Yes	Realistic,Paper,Politics,Capital,Bureaucracy,	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S1	No	Infrastructure,Infrastructure	Professional	Maybe	Politics	Yes	DKI Jakarta	Teknik	Yes	> 7
26-30	Female	S1	No	Crime,Bureaucracy,Media	Professional	Maybe	Communication	Yes	DKI Jakarta	Hukum	Yes	< 2
17-25	Male	S2	Yes	Crime,Education,PoliticsLaw,Media,Technology	Professor	Yes	Believe	Yes	Kalimantan Timur	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Energy,Media,Technology	Professional	Yes	Alone,Capital,Communication	Yes	DI Yogyakarta	Pendidikan	Yes	< 2
17-25	Female	S1	No	Health	Professor	No	Communication	No	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S1	No	Energy,Technology	Birokrat	Yes	Believe	Yes	Sulawesi Barat	Pendidikan	Yes	< 2
31-35	Male	S1	Yes	Education,Natural resources,Defense	Professional	Maybe	Realistic	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	< 2
17-25	Female	S1	No	Bureaucracy,PoliticsLaw	Professor	Yes		Yes	DKI Jakarta	Sains	Yes	< 2
17-25	Male	S1	No	Health,Media,Youth	Professional	Yes	Family,Communication,Timing	Yes	DKI Jakarta	Teknik	Yes	> 7
17-25	Female	S1	No	Health,Gender equality,Youth	Professor	Yes	Realistic,Family,Capital	Yes	DI Yogyakarta	Bisnis	Yes	> 7
17-25	Male	S1	Yes	Education	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
